"groups","claim","status","statistics.sources","date.year","date.month","date.day","statistics.# wounded_low","statistics.# wounded_high","statistics.# killed_low","statistics.# killed_high","statistics.# killed_low_civilian","statistics.# killed_high_civilian","statistics.# killed_low_political","statistics.# killed_high_political","statistics.# killed_low_security","statistics.# killed_high_security","statistics.# belt_bomb","statistics.# truck_bomb","statistics.# car_bomb","statistics.# weapon_oth","statistics.# weapon_unk","target.weapon","target.region","target.subregion","target.country","target.province","target.city","target.location","target.latitude","target.longtitude","target.desc","target.type","target.nationality","statistics.# attackers","statistics.# female_attackers","statistics.# male_attackers","statistics.# unknown_attackers","attacker.gender"
"Al-Qaeda Central","Denied","Confirmed Suicide","5","2001","9","2","6185","6185","2753","2753","2753","2753","0","0","0","0","0","0","0","1","0","Airplane","Americas","Northern America","United States","New York","New York","Business Center, World Trade Center, Downtown Manhattan","40.7488","-73.9846","World Trade Center","Civilian","American","10","0","10","0","Male"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","2","2011","8","4","5","5","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Karma","near police station","33.399793","43.90892","Iraqi Police station","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","6","2007","6","7","6","7","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Babil","Iskandariyah","Bridge Crossing over the North-South Expressway","32.87","44.34","Iraqi Army checkpoint","Security","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","9","2","9","16","2","7","0","3","0","0","2","4","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Sala ad-Din","Tarimiyah","security checkpoint","33.669843","44.367689","Iraqi Security Checkpoint","Security","Iraqi","1","0","1","0","Male"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2013","2","4","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","Unspecified","Asia","Western Asia","Iraq","Ninawa","Mosul","Checkpoints in Mosul","36.33","43.11","Police checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2012","2","1","6","6","9","9","1","1","0","0","8","8","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Nangarhar","Jalalabad","Gates of Jalalabad Airport base","34.43","70.45","NATO-ISAF Jalalabad Airport base","Security","American","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2008","4","4","31","34","23","23","21","21","0","0","2","2","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Nimroz","Zaranj","Mosque","30.96","61.85","Afghan National Police (ANP) district chief and Afghan Border Police (ABP) provincial chief [killed]","Security","Afghan","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2008","4","4","31","34","23","23","21","21","0","0","2","2","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Nimroz","Zaranj","Mosque","30.96","61.85","Afghan National Police (ANP) district chief and Afghan Border Police (ABP) provincial chief [killed]","Security","Afghan","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2016","6","4","0","2","2","2","2","2","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Africa","Middle Africa","Cameroon","ExtremeNord","Limani","School, Behind the town's public school","11.232","14.171","Cameroonian Civilains near the town's center","Civilian","Cameroonian","1","1","0","0","Female"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2017","9","5","0","0","5","5","0","0","0","0","5","5","0","0","0","1","0","Unspecified","Asia","Western Asia","Syria","Deir ez-Zor","Deir ez-Zor","Al-Kibar","35.333333","40.15","Syrian Democratic Forces troops","Security","Syrian","1","0","0","1","Unknown"
"Islamic State of Iraq and Syria","Claimed","Confirmed Suicide","4","2014","5","4","23","23","3","5","2","3","0","0","0","1","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Courthouse, Karrada commercial district","33.34","44.4","Courthouse","Political","Iraqi","1","0","0","1","Unknown"
"Jemaah Islamiya","Claimed","Confirmed Suicide","9","2002","10","6","300","300","180","202","180","202","0","0","0","0","0","0","0","1","0","Backpack bomb","Asia","South-Eastern Asia","Indonesia","Bali","Kuta","Bar, Paddy's Bar","-8.7286","115.180393","Western tourists at Paddy's Bar and Sari's Bar","Civilian","Multinational","2","0","1","1","Male"
"Jemaah Islamiya","Claimed","Confirmed Suicide","9","2002","10","6","300","300","180","202","180","202","0","0","0","0","0","0","0","1","0","Backpack bomb","Asia","South-Eastern Asia","Indonesia","Bali","Kuta","Bar, Paddy's Bar","-8.7286","115.180393","Western tourists at Paddy's Bar and Sari's Bar","Civilian","Multinational","2","0","1","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2014","2","5","27","27","5","5","5","5","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Sala ad-Din","Tozkhurmato","Tuz Khurmatu City center","34.89","44.62","intersection in the City center","Civilian","Iraqi","1","0","0","1","Unknown"
"Jabhat an-Nu_rah li-Ahl ash-Sh_m","Claimed","Confirmed Suicide","3","2014","1","2","20","46","4","4","4","4","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Lebanon","Beirut","Beirut","Arid Street in Haret Hreik","33.872","35.51","Lebanese Hezbollah-Controlled Residential Area","Civilian","Lebanese","1","0","0","1","Unknown"
"Islamic State","Claimed","Confirmed Suicide","2","2017","5","4","1","3","2","10","0","0","0","0","2","10","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Hay Al-Rifa¡¯I","36.33","43.11","Iraqi Units","Security","Iraqi","2","0","0","2","Unknown"
"Islamic State","Claimed","Confirmed Suicide","2","2017","5","4","1","3","2","10","0","0","0","0","2","10","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Hay Al-Rifa¡¯I","36.33","43.11","Iraqi Units","Security","Iraqi","2","0","0","2","Unknown"
"Islamic State of Iraq","Claimed","Confirmed Suicide","2","2010","7","1","15","15","3","4","3","4","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","TV Station, Al-Harthiya neighborhood","33.34","44.4","Al-Arabiya Television Offices","Civilian","Iraqi","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","2","2009","5","1","3","3","7","7","3","3","1","1","3","3","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Laghman","Mehtar Lam","Outside Municipality Building","34.67","70.2","Mohammad Rahim Rahim, Mayor of Mehtalaram [killed]","Political","Afghan","1","0","1","0","Male"
"Jabhat an-Nu_rah li-Ahl ash-Sh_m","Claimed","Confirmed Suicide","3","2013","2","3","20","20","19","19","0","0","0","0","19","19","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Homs (Hims)","Palmyra","Intelligence headquarters outside of city","34.56","38.267222","Syrian Military Intelligence Headquarters","Security","Syrian","2","0","0","2","Unknown"
"Jabhat an-Nu_rah li-Ahl ash-Sh_m","Claimed","Confirmed Suicide","3","2013","2","3","20","20","19","19","0","0","0","0","19","19","0","0","1","0","0","Car bomb","Asia","Western Asia","Syria","Homs (Hims)","Palmyra","Intelligence headquarters outside of city","34.56","38.267222","Syrian Military Intelligence Headquarters","Security","Syrian","2","0","0","2","Unknown"
"Al-Shabaab","Suspected","Possible - Conflicting Reports","2","2019","9","1","3","6","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Road between Jalle Siyad College and the Ministry of Defence, near livestock market","2.03711","45.34375","Italian Forces in Convoy","Security","Italian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2014","1","4","6","6","3","4","0","0","0","0","3","4","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","Near a crowd of Special Weapons Tactics forces","33.434167","43.268611","Iraqi Special Weapons and Tactics forces","Security","Iraqi","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2012","4","2","28","28","11","11","6","6","0","0","2","2","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Nimroz","Chahar Burjak","Along the road from the airport to the city","30.224143","62.020262","Guzara district compound","Security","Afghan","1","0","0","1","Unknown"
"Popular Front for the Liberation of Palestine","Claimed","Confirmed Suicide","3","2002","3","4","9","10","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Palestine","West Bank","Ariel (S)","Hotel, Eshel Hashomron Hotel","32.1065","35.18449","Israeli civilians in hotel lobby","Civilian","Israeli","1","0","1","0","Male"
"Islamic State","Suspected","Confirmed Suicide","7","2019","3","5","3","5","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Western Asia","Syria","Deir ez-Zor","al-Baghuz","Refugee corridor out of al-Baghuz","34.458","40.951","SDF positions near al-Baghuz","Security","Syrian","2","2","0","0","Female"
"Islamic State","Suspected","Confirmed Suicide","7","2019","3","5","3","5","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Western Asia","Syria","Deir ez-Zor","al-Baghuz","Refugee corridor out of al-Baghuz","34.458","40.951","SDF positions near al-Baghuz","Security","Syrian","2","2","0","0","Female"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2007","5","3","0","11","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Adhamiyah District","33.34","44.4","US military checkpoint","Security","American","1","0","1","0","Male"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","2","2017","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","University, Behind the Chapel of Grace at the University of Maiduguri","11.833333","13.15","The University of Maiduguri","Civilian","Nigerian","1","1","0","0","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2005","5","2","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","By the Tigris River in southern Jadriya neighborhood","33.34","44.4","Iraqi Base for river patrol","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2006","4","3","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Northern Africa","Egypt","Shamal Sina'","El Gura","near a base of the Multinational Force and Observers (MFO)","31.106111","34.123889","Multinational Force and Observers (MFO) convoy","Security","Multinational","2","0","2","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2006","4","3","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Northern Africa","Egypt","Shamal Sina'","El Gura","near a base of the Multinational Force and Observers (MFO)","31.106111","34.123889","Multinational Force and Observers (MFO) convoy","Security","Multinational","2","0","2","0","Male"
"Islamic State","Suspected","Confirmed Suicide","2","2016","5","5","6","6","1","2","0","0","0","0","1","2","1","0","0","0","0","Belt bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Ziyanat","Near Kurdish checkpoints in Shaddadi district","35.8917","40.84569","Kurdish YPG checkpoint","Security","Syrian","1","0","0","1","Unknown"
"Jemaah Islamiya","Suspected","Confirmed Suicide","5","2005","10","6","60","60","14","14","14","14","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","South-Eastern Asia","Indonesia","Bali","Jimbaran","Hotel, and restaurant complex","-8.78832","115.161854","Western tourists at Four Seasons Hotel","Civilian","Multinational","2","0","2","0","Male"
"Jemaah Islamiya","Suspected","Confirmed Suicide","5","2005","10","6","60","60","14","14","14","14","0","0","0","0","0","0","0","1","0","Other PBIED","Asia","South-Eastern Asia","Indonesia","Bali","Jimbaran","Hotel, and restaurant complex","-8.78832","115.161854","Western tourists at Four Seasons Hotel","Civilian","Multinational","2","0","2","0","Male"
"Islamic State of Iraq and Syria","Claimed","Confirmed Suicide","3","2013","5","4","3","3","2","2","0","0","0","0","2","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Ninawa","Mosul","Sumer neighborhood","36.33","43.11","Iraqi Army checkpoint","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2019","10","7","2","3","3","3","0","0","0","0","3","3","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Wardak","Maidan Shahr","Motorcade","34.39","68.87","Governor Muzafarudin Yamen","Political","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2014","9","7","6","6","3","3","0","0","0","0","3","3","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","Police Headquarters","31.61","65.71","Police Chief of Raghistan district [Killed]","Security","Afghan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2015","11","6","6","6","11","11","10","10","0","0","1","1","1","0","0","0","0","Belt bomb","Africa","Middle Africa","Cameroon","ExtremeNord","Dabanga","Retail Shop, Welding Shop","11.9182","14.644","Cameroonians at welding shop","Civilian","Cameroonian","1","1","0","0","Female"
"Islamic State of Iraq","Claimed","Confirmed Suicide","3","2007","3","6","19","19","6","7","1","1","0","0","5","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Qaim","Suhada Village","34.39","40.99","Iraqi Police station","Security","Iraqi","2","0","0","2","Unknown"
"Islamic State of Iraq","Claimed","Confirmed Suicide","3","2007","3","6","19","19","6","7","1","1","0","0","5","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Qaim","Suhada Village","34.39","40.99","Iraqi Police station","Security","Iraqi","2","0","0","2","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","4","2010","8","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","Northern Gate of the Kandahar Air Field","31.61","65.71","NATO-ISAF Kandahar Air Field","Security","Multinational","2","0","1","1","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","4","2010","8","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Kandahar","Kandahar City","Northern Gate of the Kandahar Air Field","31.61","65.71","NATO-ISAF Kandahar Air Field","Security","Multinational","2","0","1","1","Unknown"
"Islamic Movement of Uzbekistan","Claimed","Confirmed Suicide","7","2004","7","5","3","9","3","3","2","2","0","0","1","1","1","0","0","0","0","Belt bomb","Asia","Central Asia","Uzbekistan","Toshkent","Tashkent","Embassy, Near Israeli embassy","41.317","69.25","Israeli Embassy","Political","Israeli","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2011","8","1","14","14","8","8","0","0","0","0","8","8","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Khan Bani Sad","Outside an Iraqi Army Base","33.58","44.59","Iraqi Army base","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2006","9","6","22","25","1","3","0","1","0","0","1","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Baghdad","Baghdad","Near police station, Al-Dura district","33.34","44.4","U.S. military convoy","Security","American","1","0","0","1","Unknown"
"Taliban (IEA)","Claimed","Confirmed Suicide","3","2011","10","6","0","0","13","14","3","3","0","0","10","11","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Darul Aman","34.53","69.17","NATO-ISAF military convoy","Security","Multinational","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2007","6","7","35","50","8","15","0","6","0","0","8","9","0","1","0","0","0","Truck bomb","Asia","Western Asia","Iraq","Sala ad-Din","Albu Ajil","Albu Ajil village, east of Tikrit","34.57414","43.72209","Iraqi Police station","Security","Iraqi","1","0","1","0","Male"
